sample,position,aragonite_thickness_um,calcite_thickness_um,date
2_2,2,94.62,881.216,28.07.1904
2_2,2,95.976,889.78,28.07.1904
2_2,2,87.615,904.894,28.07.1904
2_2,2,79.059,941.959,28.07.1904
2_2,2,80.138,926.487,28.07.1904
2_2,2,74.075,870.084,28.07.1904
2_2,2,63.467,814.296,28.07.1904
2_2,2,72.919,870.529,28.07.1904
2_2,2,78.402,907.892,28.07.1904
2_3,2,62.984,1094.499,28.07.1904
2_3,2,42.64,1085.925,28.07.1904
2_3,2,40.786,1106.564,28.07.1904
2_3,2,36.117,1086.685,28.07.1904
2_3,2,36.25,1043.493,28.07.1904
2_3,2,52.103,1161.136,28.07.1904
2_3,2,45.543,1179.734,28.07.1904
2_3,2,43.065,1144.022,28.07.1904
2_3,2,46.326,1118.68,28.07.1904
2_3,2,43.376,1111.012,28.07.1904
2_4,2,72.738,577.021,28.07.1904
2_4,2,68.91,641.215,28.07.1904
2_4,2,62.824,681.982,28.07.1904
2_4,2,64.331,644.044,28.07.1904
2_4,2,69.085,634.908,28.07.1904
2_4,2,59.508,668.383,28.07.1904
2_4,2,63.182,660.983,28.07.1904
2_4,2,78.987,656.156,28.07.1904
2_4,2,97.106,728.74,28.07.1904
2_4,2,70.534,864.99,28.07.1904
2_5,2,288.368,417.324,28.07.1904
2_5,2,255.871,494.042,28.07.1904
2_5,2,225.998,517.608,28.07.1904
2_5,2,199.267,556.49,28.07.1904
2_5,2,196.289,532.321,28.07.1904
2_5,2,177.396,590.511,28.07.1904
2_5,2,153.095,585.651,28.07.1904
2_5,2,165.446,598.201,28.07.1904
2_5,2,189.547,537.049,28.07.1904
2_5,2,172.018,501.024,28.07.1904
2_6,2,60.553,1288.002,28.07.1904
2_6,2,58.098,1255.486,28.07.1904
2_6,2,66.82,1319.608,28.07.1904
2_6,2,65.582,1269.094,28.07.1904
2_6,2,71.417,1182.552,28.07.1904
2_6,2,77.985,1145.686,28.07.1904
2_6,2,69.349,1106.521,28.07.1904
2_6,2,57.12,1156.927,28.07.1904
2_6,2,66.682,1164.707,28.07.1904
2_6,2,62.388,1162.833,28.07.1904
2_7,2,174.973,717.466,28.07.1904
2_7,2,183.825,781.177,28.07.1904
2_7,2,185.404,790.734,28.07.1904
2_7,2,171.863,805.926,28.07.1904
2_7,2,175.386,703.969,28.07.1904
2_7,2,177.716,651.481,28.07.1904
2_7,2,187.462,617.546,28.07.1904
2_7,2,196.979,538.102,28.07.1904
2_7,2,211.953,504.168,28.07.1904
2_7,2,245.923,425.12,28.07.1904
2_8,2,75.082,781.555,28.07.1904
2_8,2,69.674,841.681,28.07.1904
2_8,2,72.748,812.353,28.07.1904
2_8,2,62.857,804.498,28.07.1904
2_8,2,59.648,805.976,28.07.1904
2_8,2,51.032,750.896,28.07.1904
2_8,2,50.044,694.225,28.07.1904
2_8,2,36.108,661.119,28.07.1904
2_8,2,38.154,648.781,28.07.1904
2_8,2,31.877,654.292,28.07.1904
2_9,2,96.63,562.449,28.07.1904
2_9,2,97.033,519.488,28.07.1904
2_9,2,87.191,570.138,28.07.1904
2_9,2,78.882,539.667,28.07.1904
2_9,2,70.472,456.857,28.07.1904
2_9,2,74.127,505.501,28.07.1904
2_9,2,80.414,522.736,28.07.1904
2_9,2,80.386,576.101,28.07.1904
2_9,2,87.864,513.106,28.07.1904
2_9,2,98.574,472.323,28.07.1904
2_10,2,43.518,787.025,28.07.1904
2_10,2,40.17,749.888,28.07.1904
2_10,2,36.451,738.746,28.07.1904
2_10,2,48.341,644.343,28.07.1904
2_10,2,69.416,659.557,28.07.1904
2_10,2,71.129,724.315,28.07.1904
2_10,2,81.765,681.845,28.07.1904
2_10,2,85.711,725.063,28.07.1904
2_10,2,104.269,725.554,28.07.1904
2_10,2,111.738,723.372,28.07.1904
3_1,2,127.323,849.939,26.05.1911
3_1,2,123.181,906.429,26.05.1911
3_1,2,112.268,888.358,26.05.1911
3_1,2,107.002,952.17,26.05.1911
3_1,2,105.698,973.734,26.05.1911
3_1,2,104.774,1036.118,26.05.1911
3_1,2,95.398,1062.019,26.05.1911
3_1,2,97.398,1095.111,26.05.1911
3_1,2,90.111,1161.987,26.05.1911
3_1,2,85.683,1183.548,26.05.1911
3_2,2,74.081,1731.347,26.05.1911
3_2,2,62.53,1766.632,26.05.1911
3_2,2,59.941,1811.437,26.05.1911
3_2,2,66.46,1836.532,26.05.1911
3_2,2,92.016,1810.215,26.05.1911
3_2,2,90.605,1796.07,26.05.1911
3_2,2,108.768,1709.277,26.05.1911
3_2,2,100.929,1659.423,26.05.1911
3_2,2,81.825,1700.452,26.05.1911
3_2,2,87.396,1733.539,26.05.1911
3_3,2,118.529,787.753,26.05.1911
3_3,2,125.849,780.091,26.05.1911
3_3,2,128.294,743.305,26.05.1911
3_3,2,126.643,695.935,26.05.1911
3_3,2,130.909,701.491,26.05.1911
3_3,2,127.705,712.16,26.05.1911
3_3,2,123.897,724.835,26.05.1911
3_3,2,116.866,730.866,26.05.1911
3_3,2,112.316,768.49,26.05.1911
3_3,2,115.278,722.139,26.05.1911
3_4,2,180.422,1146.593,26.05.1911
3_4,2,177.059,1116.915,26.05.1911
3_4,2,187.449,1092.868,26.05.1911
3_4,2,183.021,1127.639,26.05.1911
3_4,2,183.962,1142.709,26.05.1911
3_4,2,186.936,1059.274,26.05.1911
3_4,2,192.566,1081.847,26.05.1911
3_4,2,194.501,994.332,26.05.1911
3_4,2,190.247,1093.226,26.05.1911
3_4,2,194.785,1121.005,26.05.1911
3_5,2,192.702,1051.529,26.05.1911
3_5,2,172.812,1121.227,26.05.1911
3_5,2,202.04,1080.471,26.05.1911
3_5,2,210.486,1101.786,26.05.1911
3_5,2,214.796,1128.675,26.05.1911
3_5,2,233.49,1137.926,26.05.1911
3_5,2,231.924,1093.756,26.05.1911
3_5,2,235.01,1175.787,26.05.1911
3_5,2,215.9,1214.06,26.05.1911
3_5,2,215.239,1258.586,26.05.1911
3_6,2,37.128,1701.081,26.05.1911
3_6,2,39.287,1750.823,26.05.1911
3_6,2,37.97,1754.218,26.05.1911
3_6,2,24.787,1804.834,26.05.1911
3_6,2,32.473,1850.082,26.05.1911
3_6,2,30.017,1962.921,26.05.1911
3_6,2,30.09,2056.37,26.05.1911
3_6,2,27.297,2084.336,26.05.1911
3_6,2,35.978,2066.828,26.05.1911
3_6,2,26.401,1989.808,26.05.1911
3_7,2,142.934,592.78,26.05.1911
3_7,2,138.232,618.164,26.05.1911
3_7,2,140.038,583.67,26.05.1911
3_7,2,136.67,624.373,26.05.1911
3_7,2,120.699,632.492,26.05.1911
3_7,2,126.364,646.403,26.05.1911
3_7,2,133.47,671.948,26.05.1911
3_7,2,138.205,654.087,26.05.1911
3_7,2,123.867,670.612,26.05.1911
3_7,2,125.043,773.011,26.05.1911
3_8,2,79.71,1262.684,26.05.1911
3_8,2,75.647,1317.108,26.05.1911
3_8,2,74.552,1288.689,26.05.1911
3_8,2,71.028,1251.352,26.05.1911
3_8,2,76.772,1246.481,26.05.1911
3_8,2,72.143,1324.258,26.05.1911
3_8,2,65.612,1351.128,26.05.1911
3_8,2,72.908,1278.744,26.05.1911
3_8,2,88.738,1222.356,26.05.1911
3_8,2,104.753,1196.234,26.05.1911
3_9,2,140.88,1364.481,26.05.1911
3_9,2,140.716,1379.254,26.05.1911
3_9,2,154.145,1257.132,26.05.1911
3_9,2,145.04,1232.571,26.05.1911
3_9,2,140.863,1182.977,26.05.1911
3_9,2,153.095,1142.14,26.05.1911
3_9,2,150.883,1179.495,26.05.1911
3_9,2,169.239,1153.453,26.05.1911
3_9,2,196.554,1087.66,26.05.1911
3_9,2,191.993,1007.863,26.05.1911
3_10,2,134.428,1057.49,26.05.1911
3_10,2,127.603,988.401,26.05.1911
3_10,2,143.692,996.912,26.05.1911
3_10,2,144.958,976.813,26.05.1911
3_10,2,153.269,910.019,26.05.1911
3_10,2,131.492,938.466,26.05.1911
3_10,2,121.655,1087.221,26.05.1911
3_10,2,115.662,1146.426,26.05.1911
3_10,2,109.819,1113.163,26.05.1911
3_10,2,108.37,1183.962,26.05.1911
4_1,2,169.363,390.177,04.06.1911
4_1,2,156.395,408.873,04.06.1911
4_1,2,163.222,449.06,04.06.1911
4_1,2,160.524,485.589,04.06.1911
4_1,2,158.703,494.045,04.06.1911
4_1,2,157.956,483.587,04.06.1911
4_1,2,153.095,466.577,04.06.1911
4_1,2,128.673,488.658,04.06.1911
4_1,2,134.008,489.476,04.06.1911
4_1,2,133.535,418.292,04.06.1911
4_2,2,159.063,422.024,04.06.1911
4_2,2,166.881,423.209,04.06.1911
4_2,2,152.244,476.321,04.06.1911
4_2,2,149.359,496.982,04.06.1911
4_2,2,148.656,575.354,04.06.1911
4_2,2,146.121,551.891,04.06.1911
4_2,2,131.349,564.037,04.06.1911
4_2,2,132.331,573.544,04.06.1911
4_2,2,129.016,650.108,04.06.1911
4_2,2,111.234,691.3,04.06.1911
7_1,2,198.511,501.361,15.06.1928
7_1,2,196.332,409.236,15.06.1928
7_1,2,192.124,483.859,15.06.1928
7_1,2,194.802,525.095,15.06.1928
7_1,2,190.268,560.103,15.06.1928
7_1,2,189.547,558.919,15.06.1928
7_1,2,190.751,585.821,15.06.1928
7_1,2,180.819,555.808,15.06.1928
7_1,2,172.69,651.634,15.06.1928
7_1,2,156.781,705.967,15.06.1928
7_2,2,40.56,1034.569,15.06.1928
7_2,2,38.456,1023.748,15.06.1928
7_2,2,36.949,1120.07,15.06.1928
7_2,2,39.391,1098.884,15.06.1928
7_2,2,38.559,1091.801,15.06.1928
7_2,2,411.311,762.42,15.06.1928
7_2,2,43.842,1103.944,15.06.1928
7_2,2,48.413,1035.353,15.06.1928
7_2,2,34.807,979.536,15.06.1928
7_2,2,58.214,895.01,15.06.1928
7_3,2,157.474,740.41,15.06.1928
7_3,2,153.403,735.124,15.06.1928
7_3,2,155.094,676.69,15.06.1928
7_3,2,156.989,611.32,15.06.1928
7_3,2,166.95,559.812,15.06.1928
7_3,2,167.676,556.489,15.06.1928
7_3,2,161.393,531.981,15.06.1928
7_3,2,152.659,528.675,15.06.1928
7_3,2,149.368,544.274,15.06.1928
7_3,2,139.315,536.201,15.06.1928
7_4,2,286.087,569.425,15.06.1928
7_4,2,269.047,522.398,15.06.1928
7_4,2,253.1,519.231,15.06.1928
7_4,2,247.49,494.264,15.06.1928
7_4,2,240.688,453.013,15.06.1928
7_4,2,232.133,435.51,15.06.1928
7_4,2,234.939,364.907,15.06.1928
7_4,2,223.568,403.394,15.06.1928
7_4,2,229.69,432.886,15.06.1928
7_4,2,227.219,439.594,15.06.1928
7_5,2,188.985,549.919,15.06.1928
7_5,2,175.61,578.878,15.06.1928
7_5,2,148.64,549.128,15.06.1928
7_5,2,145.389,564.801,15.06.1928
7_5,2,131.225,539.479,15.06.1928
7_5,2,127.432,560.411,15.06.1928
7_5,2,120.74,567.297,15.06.1928
7_5,2,116.857,565.354,15.06.1928
7_5,2,115.995,625.305,15.06.1928
7_5,2,125.019,594.155,15.06.1928
8_1,2,104.77,857.643,27.07.1929
8_1,2,107.664,938.418,27.07.1929
8_1,2,125.549,955.075,27.07.1929
8_1,2,110.788,1014.901,27.07.1929
8_1,2,99.36,1057.503,27.07.1929
8_1,2,91.213,1083.952,27.07.1929
8_1,2,90.262,1052.853,27.07.1929
8_1,2,100.765,1040.193,27.07.1929
8_1,2,91.071,1065.021,27.07.1929
8_1,2,98.27,1051.953,27.07.1929
8_2,2,90.986,571.156,27.07.1929
8_2,2,100.434,576.416,27.07.1929
8_2,2,101.196,604.869,27.07.1929
8_2,2,96.525,598.397,27.07.1929
8_2,2,92.847,566.464,27.07.1929
8_2,2,74.053,469.764,27.07.1929
8_2,2,66.628,484.762,27.07.1929
8_2,2,64.374,480.72,27.07.1929
8_2,2,70.623,533.963,27.07.1929
8_2,2,79.092,587.172,27.07.1929
8_3,2,67.942,924.319,27.07.1929
8_3,2,67.229,919.057,27.07.1929
8_3,2,52.922,1006.711,27.07.1929
8_3,2,58.036,1019.674,27.07.1929
8_3,2,65.631,1066.444,27.07.1929
8_3,2,64.09,1039.504,27.07.1929
8_3,2,57.817,913.143,27.07.1929
8_3,2,47.015,1012.923,27.07.1929
8_3,2,38.956,1058.556,27.07.1929
8_3,2,27.967,1101.035,27.07.1929
8_4,2,479.899,929.036,27.07.1929
8_4,2,465.837,990.268,27.07.1929
8_4,2,474.373,933.382,27.07.1929
8_4,2,479.699,902.031,27.07.1929
8_4,2,474.857,947.808,27.07.1929
8_4,2,475.181,922.284,27.07.1929
8_4,2,471.032,911.393,27.07.1929
8_4,2,476.398,875.859,27.07.1929
8_4,2,424.293,880.353,27.07.1929
8_4,2,399.132,917.267,27.07.1929
8_5,2,75.417,897.216,27.07.1929
8_5,2,81.861,851.864,27.07.1929
8_5,2,75.505,834.961,27.07.1929
8_5,2,84.926,770.731,27.07.1929
8_5,2,85.447,756.853,27.07.1929
8_5,2,88.917,730.329,27.07.1929
8_5,2,91.535,681.269,27.07.1929
8_5,2,102.282,649.2,27.07.1929
8_5,2,106.838,626.356,27.07.1929
8_5,2,114.362,640.73,27.07.1929
9_1,2,132.586,504.36,05.08.1929
9_1,2,138.671,474.922,05.08.1929
9_1,2,135.563,441.451,05.08.1929
9_1,2,129.23,439.548,05.08.1929
9_1,2,118.585,446.62,05.08.1929
9_1,2,128.06,467.089,05.08.1929
9_1,2,109.071,569.698,05.08.1929
9_1,2,103.721,626.934,05.08.1929
9_1,2,96.109,666.977,05.08.1929
9_1,2,85.217,523.298,05.08.1929
9_2,2,79.999,509.003,05.08.1929
9_2,2,71.723,551.344,05.08.1929
9_2,2,69.414,647.416,05.08.1929
9_2,2,66.223,658.709,05.08.1929
9_2,2,72.054,683.02,05.08.1929
9_2,2,74.267,748.561,05.08.1929
9_2,2,73.178,736.795,05.08.1929
9_2,2,74.226,794.671,05.08.1929
9_2,2,86.346,833.645,05.08.1929
9_2,2,86.639,793.297,05.08.1929
10_1,2,175.567,964.483,10.08.1932
10_1,2,164.126,1082.274,10.08.1932
10_1,2,145.928,1079.96,10.08.1932
10_1,2,137.313,1095.481,10.08.1932
10_1,2,140.586,1100.708,10.08.1932
10_1,2,132.563,1090.95,10.08.1932
10_1,2,136.656,1067.8,10.08.1932
10_1,2,139.464,1023.162,10.08.1932
10_1,2,148.981,1024.322,10.08.1932
10_1,2,138.613,1033.755,10.08.1932
10_2,2,134.347,613.403,10.08.1932
10_2,2,115.336,620.045,10.08.1932
10_2,2,116.856,656.392,10.08.1932
10_2,2,110.328,702.008,10.08.1932
10_2,2,106.253,756.85,10.08.1932
10_2,2,89.165,814.088,10.08.1932
10_2,2,87.413,892.489,10.08.1932
10_2,2,85.35,801.121,10.08.1932
10_2,2,75.409,821.98,10.08.1932
10_2,2,61.843,862.776,10.08.1932
10_3,2,63.684,1894.416,10.08.1932
10_3,2,60.35,923.413,10.08.1932
10_3,2,62.301,888.034,10.08.1932
10_3,2,55.438,871.809,10.08.1932
10_3,2,63.349,819.334,10.08.1932
10_3,2,68.33,808.039,10.08.1932
10_3,2,70.48,788.77,10.08.1932
10_3,2,82.756,737.711,10.08.1932
10_3,2,85.837,791.737,10.08.1932
10_3,2,89.387,803.001,10.08.1932
10_4,2,146.618,382.148,10.08.1932
10_4,2,146.83,524.999,10.08.1932
10_4,2,131.907,611.22,10.08.1932
10_4,2,131.659,609.603,10.08.1932
10_4,2,128.2,601.919,10.08.1932
10_4,2,121.188,589.862,10.08.1932
10_4,2,123.915,532.869,10.08.1932
10_4,2,129.78,474.012,10.08.1932
10_4,2,127.753,429.245,10.08.1932
10_4,2,131.536,435.593,10.08.1932
10_5,2,71.508,990.784,10.08.1932
10_5,2,57.313,1075.433,10.08.1932
10_5,2,51.838,1146.578,10.08.1932
10_5,2,42.699,1166.601,10.08.1932
10_5,2,42.606,1149.551,10.08.1932
10_5,2,50.414,1194.974,10.08.1932
10_5,2,46.158,1212.978,10.08.1932
10_5,2,53.432,1173.969,10.08.1932
10_5,2,61.664,1215.868,10.08.1932
10_5,2,73.927,1138.114,10.08.1932
10_6,2,147.239,709.918,10.08.1932
10_6,2,156.324,671.656,10.08.1932
10_6,2,174.592,648.993,10.08.1932
10_6,2,176.864,644.866,10.08.1932
10_6,2,162.816,622.102,10.08.1932
10_6,2,141.161,639.397,10.08.1932
10_6,2,140.844,605.774,10.08.1932
10_6,2,139.522,674.447,10.08.1932
10_6,2,123.799,731.172,10.08.1932
10_6,2,117.926,889.219,10.08.1932
10_7,2,120.747,737.164,10.08.1932
10_7,2,105.16,748.195,10.08.1932
10_7,2,98.877,794.722,10.08.1932
10_7,2,94.773,775.198,10.08.1932
10_7,2,93.752,761.873,10.08.1932
10_7,2,92.343,746.036,10.08.1932
10_7,2,93.555,727.909,10.08.1932
10_7,2,94.26,719.911,10.08.1932
10_7,2,92.526,683.466,10.08.1932
10_7,2,79.943,810.807,10.08.1932
12_1,2,156.601,349.932,13.07.1936
12_1,2,157.093,385.229,13.07.1936
12_1,2,152.57,423.83,13.07.1936
12_1,2,136.085,459.286,13.07.1936
12_1,2,144.663,546.817,13.07.1936
12_1,2,121.482,477.029,13.07.1936
12_1,2,118.723,460.916,13.07.1936
12_1,2,123.934,415.545,13.07.1936
12_1,2,111.684,416.715,13.07.1936
12_1,2,120.918,464.444,13.07.1936
12_2,2,53.074,281.584,13.07.1936
12_2,2,59.852,655.919,13.07.1936
12_2,2,48.796,681.299,13.07.1936
12_2,2,46.271,717.238,13.07.1936
12_2,2,55.369,680.858,13.07.1936
12_2,2,51.141,727.178,13.07.1936
12_2,2,43.946,775.649,13.07.1936
12_2,2,45.356,812.056,13.07.1936
12_2,2,47.628,829.004,13.07.1936
12_2,2,34.63,983.567,13.07.1936
12_3,2,141.608,657.762,13.07.1936
12_3,2,131.794,617.22,13.07.1936
12_3,2,138.835,669.223,13.07.1936
12_3,2,137.313,802.252,13.07.1936
12_3,2,125.604,807.831,13.07.1936
12_3,2,116.644,814.079,13.07.1936
12_3,2,117.453,817.218,13.07.1936
12_3,2,112.083,802.356,13.07.1936
12_3,2,108.452,779.325,13.07.1936
12_3,2,114.871,972.444,13.07.1936
12_4,2,165.93,646.016,13.07.1936
12_4,2,187.83,524.904,13.07.1936
12_4,2,216.194,589.623,13.07.1936
12_4,2,236.839,508.51,13.07.1936
12_4,2,229.424,508.167,13.07.1936
12_4,2,219.019,555.001,13.07.1936
12_4,2,210.248,552.677,13.07.1936
12_4,2,211.014,474.487,13.07.1936
12_4,2,218.671,357.873,13.07.1936
12_4,2,199.122,458.045,13.07.1936
12_5,2,175.815,756.883,13.07.1936
12_5,2,203.447,746.209,13.07.1936
12_5,2,227.083,671.497,13.07.1936
12_5,2,208.937,720.944,13.07.1936
12_5,2,185.097,751.212,13.07.1936
12_5,2,171.833,763.353,13.07.1936
12_5,2,161.267,726.472,13.07.1936
12_5,2,140.847,784.295,13.07.1936
12_5,2,144.34,802.46,13.07.1936
12_5,2,149.203,736.774,13.07.1936
12_6,2,126.699,446.673,13.07.1936
12_6,2,127.705,498.186,13.07.1936
12_6,2,131.513,537.751,13.07.1936
12_6,2,136.058,575.717,13.07.1936
12_6,2,142.751,565.47,13.07.1936
12_6,2,142.046,546.094,13.07.1936
12_6,2,147.819,554.484,13.07.1936
12_6,2,161.889,545.556,13.07.1936
12_6,2,165.461,596.263,13.07.1936
12_6,2,180.385,649.997,13.07.1936
12_7,2,165.548,584.882,13.07.1936
12_7,2,164.121,607.673,13.07.1936
12_7,2,156.067,634.881,13.07.1936
12_7,2,137.297,672.745,13.07.1936
12_7,2,126.879,646.637,13.07.1936
12_7,2,109.755,549.392,13.07.1936
12_7,2,98.663,588.117,13.07.1936
12_7,2,108.012,607.598,13.07.1936
12_7,2,87.524,581.751,13.07.1936
12_7,2,100.007,490.755,13.07.1936
12_8,2,57.045,520.791,13.07.1936
12_8,2,54.695,468.439,13.07.1936
12_8,2,57.635,524.858,13.07.1936
12_8,2,54.562,701.632,13.07.1936
12_8,2,64.956,740.285,13.07.1936
12_8,2,66.087,748.506,13.07.1936
12_8,2,66.614,768.04,13.07.1936
12_8,2,68.292,850.816,13.07.1936
12_8,2,66.181,860.637,13.07.1936
12_8,2,64.266,856.759,13.07.1936
12_9,2,106.961,705.487,13.07.1936
12_9,2,108.317,569.453,13.07.1936
12_9,2,112.949,596.677,13.07.1936
12_9,2,118.718,604.525,13.07.1936
12_9,2,108.539,596.639,13.07.1936
12_9,2,94.595,605.321,13.07.1936
12_9,2,87.483,585.651,13.07.1936
12_9,2,89.804,648.005,13.07.1936
12_9,2,88.459,625.88,13.07.1936
12_9,2,90.825,554.272,13.07.1936
12_10,2,40.964,1111.106,13.07.1936
12_10,2,36.228,1131.935,13.07.1936
12_10,2,43.796,1084.533,13.07.1936
12_10,2,36.451,1086.248,13.07.1936
12_10,2,26.632,1075.321,13.07.1936
12_10,2,20.161,1196.479,13.07.1936
12_10,2,23.111,1072.425,13.07.1936
12_10,2,19.063,1171.908,13.07.1936
12_10,2,20.526,1366.563,13.07.1936
12_10,2,22.516,1295.142,13.07.1936
16_1,2,204.365,634.769,22.04.1938
16_1,2,191.316,554.444,22.04.1938
16_1,2,207.489,587.722,22.04.1938
16_1,2,211.768,581.049,22.04.1938
16_1,2,203.179,623.638,22.04.1938
16_1,2,187.435,622.462,22.04.1938
16_1,2,216.203,567.228,22.04.1938
16_1,2,198.751,570.549,22.04.1938
16_1,2,189.39,564.125,22.04.1938
16_1,2,170.418,518.835,22.04.1938
16_2,2,226.41,481.04,22.04.1938
16_2,2,223.082,480.297,22.04.1938
16_2,2,218.836,495.264,22.04.1938
16_2,2,191.667,473.264,22.04.1938
16_2,2,196.528,416.686,22.04.1938
16_2,2,191.163,390.726,22.04.1938
16_2,2,190.777,381.658,22.04.1938
16_2,2,177.217,398.798,22.04.1938
16_2,2,183.727,433.811,22.04.1938
16_2,2,176.501,453.662,22.04.1938
16_3,2,222.688,698.498,22.04.1938
16_3,2,233.059,666.41,22.04.1938
16_3,2,241.41,685.261,22.04.1938
16_3,2,249.185,640.288,22.04.1938
16_3,2,265.242,646.627,22.04.1938
16_3,2,270.495,671.566,22.04.1938
16_3,2,278.019,674.652,22.04.1938
16_3,2,272.963,664.632,22.04.1938
16_3,2,263.328,757.82,22.04.1938
16_3,2,273.38,761.727,22.04.1938
16_4,2,190.2,706.662,22.04.1938
16_4,2,200.287,717.874,22.04.1938
16_4,2,197.425,887.381,22.04.1938
16_4,2,202.491,917.986,22.04.1938
16_4,2,188.137,956.025,22.04.1938
16_4,2,193.663,900.307,22.04.1938
16_4,2,215.254,775.29,22.04.1938
16_4,2,226.025,631.456,22.04.1938
16_4,2,232.067,637.614,22.04.1938
16_4,2,252.782,620.034,22.04.1938
16_5,2,130.076,584.229,22.04.1938
16_5,2,149.495,703.403,22.04.1938
16_5,2,171.406,782.209,22.04.1938
16_5,2,123.076,762.075,22.04.1938
16_5,2,144.913,683.294,22.04.1938
16_5,2,144.157,611.697,22.04.1938
16_5,2,153.095,571.07,22.04.1938
16_5,2,136.171,559.174,22.04.1938
16_5,2,146.29,586.617,22.04.1938
16_5,2,145.207,623.2,22.04.1938
16_6,2,155.571,667.595,22.04.1938
16_6,2,151.049,618.205,22.04.1938
16_6,2,138.788,541.893,22.04.1938
16_6,2,156.779,500.176,22.04.1938
16_6,2,160.187,522.859,22.04.1938
16_6,2,155.689,525.168,22.04.1938
16_6,2,167.375,635.104,22.04.1938
16_6,2,176.414,653.306,22.04.1938
16_6,2,174.098,712.579,22.04.1938
16_6,2,179.1,698.467,22.04.1938
16_7,2,179.169,698.743,22.04.1938
16_7,2,175.538,728.323,22.04.1938
16_7,2,167.676,843.24,22.04.1938
16_7,2,122.743,1042.686,22.04.1938
16_7,2,112.374,1120.929,22.04.1938
16_7,2,95.916,1171.502,22.04.1938
16_7,2,84.297,1228.562,22.04.1938
16_7,2,80.906,1212.708,22.04.1938
16_7,2,64.676,1204.603,22.04.1938
16_7,2,90.728,1207.642,22.04.1938
16_8,2,177.927,474.403,22.04.1938
16_8,2,176.744,518.923,22.04.1938
16_8,2,204.627,491.867,22.04.1938
16_8,2,216.517,438.192,22.04.1938
16_8,2,210.086,465.208,22.04.1938
16_8,2,201.866,507.057,22.04.1938
16_8,2,191.603,506.444,22.04.1938
16_8,2,204.271,577.775,22.04.1938
16_8,2,196.712,657.583,22.04.1938
16_8,2,172.076,731.482,22.04.1938
16_9,2,221.658,613.182,22.04.1938
16_9,2,198.582,578.875,22.04.1938
16_9,2,195.146,667.986,22.04.1938
16_9,2,181.547,629.395,22.04.1938
16_9,2,174.018,623.019,22.04.1938
16_9,2,171.664,643.335,22.04.1938
